"BHID";"FROM";"TO";"LENGTH";"CODE";"Minéralogie";"Minéralisation";"DESCRIPTION";"Poids(Kg) p";"Poids(Kg) g";"Poids Récupéré (Kg)";"Poids Théorique (Kg)";"Taux de Récupération (%)";"PROJECT"
GT-RC-28;75.0;76.0;1.0;GRE;;;Grès;5.0;27.1;32.1;38.465;83.45;
GT-RC-37;90.0;91.0;1.0;ST;QZ;CPY;Structure à ankérites+cpy+quartz;5.0;27.1;32.1;38.465;83.45;
GT-RC-07;57.0;58.0;1.0;GRE;;;Grès noirs à éléments d'Ankerite et Quartz et Py;5.0;27.0;32.0;38.465;83.19;
GT-RC-09;56.0;57.0;1.0;GRE;;;Grésopélites à ankérites;5.0;27.0;32.0;38.465;83.19;
GT-RC-19;50.0;51.0;1.0;GRE;;;Grès;5.0;27.0;32.0;38.465;83.19;
GT-RC-19;58.0;59.0;1.0;GRE;;;Grès;5.0;27.0;32.0;38.465;83.19;
GT-RC-28;46.0;47.0;1.0;PEL;;;Pélites noires + Py+ ?Qtz;5.0;27.0;32.0;38.465;83.19;
GT-RC-36;71.0;72.0;1.0;GRE;;;Grès quartzique;5.0;27.0;32.0;38.465;83.19;
GT-RC-15;51.0;52.0;1.0;GRE;;;Grès+quartz;5.0;26.7;31.7;38.465;82.41;
GT-RC-21;99.0;100.0;1.0;GP;;;Grésopélites + des epsilons de py et Ank;5.0;26.6;31.6;38.465;82.15;
GT-RC-15;59.0;60.0;1.0;PEL;;;pélites noires à élément d'ankérites;5.0;26.5;31.5;38.465;81.89;
GT-RC-15;20.0;21.0;1.0;GRE;;;Grèsopélites à sédirose+quartz;5.0;26.4;31.4;38.465;81.63;
GT-RC-15;21.0;22.0;1.0;GRE;;;Grès altérés;5.0;26.4;31.4;38.465;81.63;
GT-RC-28;122.0;123.0;1.0;PEL;;;Pélites noires à Ank + éléments de Qz + epsilon Cpy;5.0;26.4;31.4;38.465;81.63;
GT-RC-13;54.0;55.0;1.0;PEL;;;Pélites grèseuses à épsilon ankérites+épsilon pyrite;5.0;26.3;31.3;38.465;81.37;
GT-RC-07;29.0;30.0;1.0;GRE;;;Grès;5.0;25.9;30.9;38.465;80.33;
GT-RC-37;50.0;51.0;1.0;GRE;;;Grès quartzique;5.0;25.8;30.8;38.465;80.07;
GT-RC-37;53.0;54.0;1.0;GRE;;;Grès quartzique;5.0;25.8;30.8;38.465;80.07;
GT-RC-01;11.0;12.0;1.0;GRE;;;Grès altéré;5.0;25.6;30.6;38.465;79.55;
GT-RC-10;37.0;38.0;1.0;GRE;;;Grès à épsilon ankérites+épsilon pyrite+épsilon ankérites;5.0;25.4;30.4;38.465;79.03;
GT-RC-21;51.0;52.0;1.0;GRE;;;Grès;5.0;25.3;30.3;38.465;78.77;
GT-RC-37;36.0;37.0;1.0;PEL;;;Pélites noires+py;5.0;25.2;30.2;38.465;78.51;
GT-RC-03;31.0;32.0;1.0;GRE;;;Grès + epsilon Py;5.0;25.1;30.1;38.465;78.25;
GT-RC-37;45.0;46.0;1.0;GRE;;;Grès quartzique;5.0;24.8;29.8;38.465;77.47;
GT-RC-11;37.0;38.0;1.0;GRE;;;Grés noires;5.0;24.6;29.6;38.465;76.95;
GT-RC-13;37.0;38.0;1.0;PEL;;;Pélites grèseuses;5.0;24.6;29.6;38.465;76.95;
GT-RC-03;27.0;28.0;1.0;GRE;;;Grès + Qtz + Py;5.0;24.5;29.5;38.465;76.69;
GT-RC-19;76.0;77.0;1.0;GRE;;;Grès;5.0;24.5;29.5;38.465;76.69;
GT-RC-07;25.0;26.0;1.0;GRE;;;Grès;5.0;24.3;29.3;38.465;76.17;
GT-RC-36;98.0;99.0;1.0;ST;QZ+CAR;CPY+PY;Structure à ankérites+cpy+épsilon quartz+py;5.0;24.1;29.1;38.465;75.65;
GT-RC-21;75.0;76.0;1.0;GRE;;;Grès;5.0;23.9;28.9;38.465;75.13;
GT-RC-28;38.0;39.0;1.0;GRE;;;Grès + epsilon Py;5.0;23.5;28.5;38.465;74.09;
GT-RC-36;15.0;16.0;1.0;PEL;;;Pélites jaunâtre;5.0;23.4;28.4;38.465;73.83;
GT-RC-30;119.0;120.0;1.0;PEL;;;Pélites noires à épsilon ankérite avec des traces de cpy;5.0;23.0;28.0;38.465;72.79;
GT-RC-36;29.0;30.0;1.0;GRE;;;Grès à épsilon pyrite;5.0;22.3;27.3;38.465;70.97;
GT-RC-28;19.0;20.0;1.0;GRE;;;Grès + epsilon Py;5.0;22.2;27.2;38.465;70.71;
GT-RC-35;85.0;86.0;1.0;GRE;;;Grès à épsilon ankérites;5.0;21.6;26.6;38.465;69.15;
GT-RC-01;5.0;6.0;1.0;GRE;;;Grès + éléments de QZ;5.0;21.3;26.3;38.465;68.37;
GT-RC-30;20.0;21.0;1.0;GRE;;;Grès quartzique;5.0;21.3;26.3;38.465;68.37;
GT-RC-30;50.0;51.0;1.0;GRE;;;Grès pélitiques;5.0;20.9;25.9;38.465;67.33;
GT-RC-30;10.0;11.0;1.0;PEL;;;Pélites altérés;5.0;20.4;25.4;38.465;66.03;
GT-RC-05;55.0;56.0;1.0;PEL;;;Pélites Noires + epsilon Py;5.0;20.3;25.3;38.465;65.77;
GT-RC-30;6.0;7.0;1.0;PEL;;;Pélites grèseuses;5.0;20.3;25.3;38.465;65.77;
GT-RC-36;100.0;101.0;1.0;GRE;;;Grès à ankérites avec des traces de cpy et py+quartz;5.0;20.3;25.3;38.465;65.77;
GT-RC-05;54.0;55.0;1.0;PEL;;;Pélites Noires + traces Py;5.0;20.0;25.0;38.465;64.99;
GT-RC-11;13.0;14.0;1.0;PEL;;;Pélites altérés;5.0;19.0;24.0;38.465;62.39;
GT-RC-13;13.0;14.0;1.0;GRE;;;Grès;5.0;19.0;24.0;38.465;62.39;
GT-RC-07;36.0;37.0;1.0;GRE;;;Grès noir;5.0;17.8;22.8;38.465;59.27;
GT-RC-35;74.0;75.0;1.0;GRE;;;Grès;5.0;17.8;22.8;38.465;59.27;
GT-RC-28;16.0;17.0;1.0;GRE;;;Grès à épsilon pyrite+épsilon quartz;5.0;16.8;21.8;38.465;56.67;
GT-RC-11;64.0;65.0;1.0;PEL;;;Pélites noires;5.0;16.7;21.7;38.465;56.41;
GT-RC-06;2.0;3.0;1.0;GRE;;;Grès altéré;5.0;16.5;21.5;38.465;55.89;
GT-RC-30;124.0;125.0;1.0;PEL;;;Pélites noires;5.0;15.0;20.0;38.465;52.0;
GT-RC-06;0.0;1.0;1.0;GRE;;;Grès altéré;5.0;11.5;16.5;38.465;42.9;
GT-RC-21;89.0;90.0;1.0;GRE;;;Grès + epsilon Py, Ank, et Qz;4.9;32.7;37.6;38.465;97.75;
GT-RC-30;71.0;72.0;1.0;GRE;;;Grès;4.9;31.0;35.9;38.465;93.33;
GT-RC-15;64.0;65.0;1.0;PEL;;;Pélites grèseux à épsilon ankérites;4.9;30.4;35.3;38.465;91.77;
GT-RC-21;100.0;101.0;1.0;GP;;;Grésopélites + des epsilons de py et Ank;4.9;30.4;35.3;38.465;91.77;
GT-RC-28;43.0;44.0;1.0;GRE;;;Grès + epsilon Py;4.9;30.4;35.3;38.465;91.77;
GT-RC-28;93.0;94.0;1.0;GRE;;;Grès quartzitiques;4.9;30.1;35.0;38.465;90.99;
GT-RC-30;53.0;54.0;1.0;GRE;;;Grès pélitiques;4.9;30.1;35.0;38.465;90.99;
GT-RC-36;101.0;102.0;1.0;PEL;;;Pélites noires à épsilon ankérites;4.9;29.1;34.0;38.465;88.39;
GT-RC-21;33.0;34.0;1.0;PEL;;;Pelites noires + epsilon Py;4.9;29.0;33.9;38.465;88.13;
GT-RC-28;116.0;117.0;1.0;PEL;;;Pélites Noires à éléments Ank;4.9;28.3;33.2;38.465;86.31;
GT-RC-21;29.0;30.0;1.0;PEL;;;Pelites noires + epsilon Py;4.9;28.0;32.9;38.465;85.53;
GT-RC-37;70.0;71.0;1.0;GRE;;;Grès à élément d'ankérite+épsilon quartz+py+cpy;4.9;28.0;32.9;38.465;85.53;
GT-RC-36;61.0;62.0;1.0;GRE;;;Grès;4.9;27.5;32.4;38.465;84.23;
GT-RC-15;13.0;14.0;1.0;GRE;;;Grèsopélites altérés;4.9;27.3;32.2;38.465;83.71;
GT-RC-19;49.0;50.0;1.0;GRE;QZ;;Grès à éléments d'ankerite + epsilon Quartz;4.9;27.3;32.2;38.465;83.71;
GT-RC-21;88.0;89.0;1.0;GRE;;;Grès + éléments de Qz+ epsilon Py;4.9;27.3;32.2;38.465;83.71;
GT-RC-36;69.0;70.0;1.0;GRE;;;Grès quartzique;4.9;27.3;32.2;38.465;83.71;
GT-RC-36;75.0;76.0;1.0;GRE;;;Grès quartzique;4.9;27.2;32.1;38.465;83.45;
GT-RC-03;16.0;17.0;1.0;GRE;;;Grès altéré + éléments de Qtz;4.9;27.1;32.0;38.465;83.19;
GT-RC-04;15.0;16.0;1.0;GRE;;;Grès altéré rougâtre;4.9;27.1;32.0;38.465;83.19;
GT-RC-07;51.0;52.0;1.0;ST;CAR+QZ;PY;Structure à Ank + éléments de Qz et Py;4.9;27.0;31.9;38.465;82.93;
