"BHID";"FROM";"TO";"LENGTH";"CODE";"Minéralogie";"Minéralisation";"DESCRIPTION";"Poids(Kg) p";"Poids(Kg) g";"Poids Récupéré (Kg)";"Poids Théorique (Kg)";"Taux de Récupération (%)";"PROJECT"
RMZ-RC-83;10;11;;PEL;;;Pélites altérés;6.2;20.4;26.6;38.465;69.15;
RMZ-RC-83;11;12;;PEL;;;Pélites altérés;6.3;22.4;28.7;38.465;74.61;
RMZ-RC-83;12;13;;PEL;;;Pélites altérés;5.9;22.3;28.2;38.465;73.31;
RMZ-RC-83;13;14;;PEL;;;Pélites altérés;6.2;19;25.2;38.465;65.51;
RMZ-RC-83;14;15;;PEL;;;Pélites noires;6.2;27;33.2;38.465;86.31;
RM-67-StNE-TREFR19;0;1.4;;ST;;;;;;;;;
RMZ-RC-83;15;16;;PEL;;CPY;Pélites noires+cpy;8.2;29;37.2;38.465;96.71;
RMZ-RC-83;16;17;;PEL;;CPY;Pélites noires+traces de cpy;6.4;28.6;35;38.465;90.99;
RMZ-RC-83;17;18;;PEL;;CPY;Pélites noires+traces de cpy;6.9;30.2;37.1;38.465;96.45;
RMZ-RC-83;18;19;;PEL;;CPY;Pélites noires+traces de cpy;7;23.6;30.6;38.465;79.55;
RMZ-RC-83;20;21;;PEL;;CPY;Pélites noires+traces de cpy;6.4;21.5;27.9;38.465;72.53;
RMZ-RC-83;21;22;;PEL;;CPY;Pélites noires+traces de cpy;7.2;26.3;33.5;38.465;87.09;
RMZ-RC-84;0;1;;RAS;;;Avant trou;7.9;25;32.9;38.465;85.53;
RMZ-RC-84;1;2;;GRE;;;Grès altérés;8.4;29.2;37.6;38.465;97.75;
RMZ-RC-84;2;3;;GRE;;;Grès altérés;6.9;24.5;31.4;38.465;81.63;
RMZ-RC-84;3;4;;GRE;;;Grès altérés;7.2;26.9;34.1;38.465;88.65;
RMZ-RC-84;4;5;;GRE;;;Grès altérés;4.2;15;19.2;38.465;49.92;
RMZ-RC-84;5;6;;PEL;;;Pélites altérés;5.4;22.6;28;38.465;72.79;
RMZ-RC-84;6;7;;PEL;;;Pélites altérés;6.6;20;26.6;38.465;69.15;
RMZ-RC-84;7;8;;PEL;;;Pélites altérés;6.3;28;34.3;38.465;89.17;
RMZ-RC-84;8;9;;PEL;;;Pélites altérés;6.9;20.9;27.8;38.465;72.27;
RMZ-RC-84;9;10;;PEL;;;Pélites altérés;6.4;20;26.4;38.465;68.63;
RMZ-RC-84;10;11;;PEL;;;Pélites altérés;6.9;10;16.9;38.465;43.94;
RMZ-RC-84;11;12;;PEL;;;Pélites altérés;6.8;23.1;29.9;38.465;77.73;
RMZ-RC-84;12;13;;PEL;;;Pélites altérés;6;21.3;27.3;38.465;70.97;
RMZ-RC-84;13;14;;PEL;;;Pélites noires;7;22.4;29.4;38.465;76.43;
RMZ-RC-84;14;15;;PEL;;;Pélites noires;7;30;37;38.465;96.19;
RMZ-RC-84;15;16;;PEL;;;Pélites noires;5.9;23.6;29.5;38.465;76.69;
RMZ-RC-84;16;17;;PEL;;;Pélites noires;5.8;28;33.8;38.465;87.87;
RMZ-RC-84;17;18;;PEL;;;Pélites noires;6.9;21.6;28.5;38.465;74.09;
RMZ-RC-84;18;19;;PEL;;;Pélites noires;7;30.1;37.1;38.465;96.45;
RMZ-RC-84;19;20;;PEL;;;Pélites noires;6.9;26;32.9;38.465;85.53;
RMZ-RC-84;20;21;;PEL;;;Pélites noires;8;24;32;38.465;83.19;
RMZ-RC-84;21;22;;PEL;;;Pélites noires;7;23.6;30.6;38.465;79.55;
RMZ-RC-84;22;23;;PEL;;;Pélites noires;9.4;26.1;35.5;38.465;92.29;
RMZ-RC-84;23;24;;PEL;;;Pélites noires;8;30;38;38.465;98.79;
RMZ-RC-84;24;25;;PEL;;;Pélites noires;10;26.1;36.1;38.465;93.85;
RMZ-RC-84;25;26;;PEL;;;Pélites noires;7.4;28;35.4;38.465;92.03;
RMZ-RC-84;26;27;;PEL;;;Pélites noires;8;30.1;38.1;38.465;99.05;
RMZ-RC-84;27;28;;PEL;;;Pélites noires;8.6;21.3;29.9;38.465;77.73;
RMZ-RC-84;28;29;;PEL;;;Pélites noires;9;23.6;32.6;38.465;84.75;
RMZ-RC-84;29;30;;PEL;;;Pélites noires+py;8.9;20.6;29.5;38.465;76.69;
RMZ-RC-84;30;31;;PEL;;;Pélites noires+épsilon py;10;21.4;31.4;38.465;81.63;
RMZ-RC-84;31;32;;PEL;;;Pélites noires+épsilon py;7.2;22.3;29.5;38.465;76.69;
RMZ-RC-84;32;33;;PEL;;;Pélites noires+épsilon py;9.2;21.3;30.5;38.465;79.29;
RMZ-RC-84;33;34;;PEL;;;Pélites noires+épsilon py;10;26.5;36.5;38.465;94.89;
RMZ-RC-84;34;35;;PEL;;;Pélites noires+épsilon py;10;24.5;34.5;38.465;89.69;
RMZ-RC-84;35;36;;PEL;;;Pélites noires+épsilon py;11.2;23.6;34.8;38.465;90.47;
RMZ-RC-84;36;37;;PEL;;;Pélites noires+épsilon py;8;20;28;38.465;72.79;
RMZ-RC-84;37;38;;PEL;;;Pélites noires;8;27;35;38.465;90.99;
RMZ-RC-84;38;39;;ST;;;Structure à ankérite;10;24.9;34.9;38.465;90.73;
RMZ-RC-84;39;40;;PEL;;;Pélites noires à ankérite;11;22.3;33.3;38.465;86.57;
RMZ-RC-85;0;1;;RAS;;;Avant trou;10;21;31;38.465;80.59;
RMZ-RC-85;1;2;;PEL;;;Pélites altérés;12.2;20.3;32.5;38.465;84.49;
RMZ-RC-85;2;3;;PEL;;;Pélites altérés;11.2;26;37.2;38.465;96.71;
RMZ-RC-85;3;4;;PEL;;;Pélites altérés;7;15;22;38.465;57.19;
RMZ-RC-85;4;5;;PEL;;;Pélites altérés;6;11;17;38.465;44.2;
RMZ-RC-85;5;6;;PEL;;;Pélites altérés;8.6;19.4;28;38.465;72.79;
RMZ-RC-85;6;7;;PEL;;;Pélites altérés;8;20;28;38.465;72.79;
RMZ-RC-85;7;8;;PEL;;;Pélites altérés;7;17.2;24.2;38.465;62.91;
RMZ-RC-85;8;9;;PEL;;;Pélites altérés;7.4;16;23.4;38.465;60.83;
RMZ-RC-85;9;10;;PEL;;;Pélites altérés;8;21.9;29.9;38.465;77.73;
RMZ-RC-85;10;11;;PEL;;;Pélites altérés;7.2;18;25.2;38.465;65.51;
RMZ-RC-85;11;12;;PEL;;;Pélites noires;6.9;23;29.9;38.465;77.73;
RMZ-RC-85;12;13;;PEL;;;Pélites noires;4;22.3;26.3;38.465;68.37;
RMZ-RC-85;13;14;;PEL;;PY;Pélites noires à Py;5.9;21.3;27.2;38.465;70.71;
RMZ-RC-85;14;15;;PEL;;PY;Pélites noires à Py;6.3;27.1;33.4;38.465;86.83;
RMZ-RC-85;15;16;;PEL;;PY;Pélites noires à Py;6;32.2;38.2;38.465;99.31;
RMZ-RC-85;17;18;;PEL;;PY;Pélites noires avec épsilon de Py;5;29.4;34.4;38.465;89.43;
RMZ-RC-85;18;19;;PEL;;CPY+PY;Pélites noires avec épsilon de Cpy et épsilon de PY;6;20.3;26.3;38.465;68.37;
RMZ-RC-85;19;20;;PEL;;CPY+PY;Pélites noires avec épsilon de Cpy et épsilon de PY;5.2;21.3;26.5;38.465;68.89;
RMZ-RC-85;20;21;;PEL;;CPY+PY;Pélites noires avec épsilon de Cpy et épsilon de PY;9;26;35;38.465;90.99;
RMZ-RC-85;21;22;;PEL;;CPY+PY;Pélites noires riche en Cpy+épsilon de Py;8;24;32;38.465;83.19;
RMZ-RC-87;5;6;;PEL;;;Pélites altérés;6.4;22.9;29.3;38.465;76.17;
RMZ-RC-85;22;23;;PEL;;CPY+PY;Pélites noires riche en Cpy+épsilon de Py;7.9;29;36.9;38.465;95.93;
RMZ-RC-85;23;24;;PEL;;CPY+PY;Pélites noires riche en Cpy+épsilon de Py;7.6;20.3;27.9;38.465;72.53;
RMZ-RC-85;24;25;;PEL;;CPY+PY;Pélites noires riche en Cpy+épsilon de Py;6.9;30;36.9;38.465;95.93;
RMZ-RC-85;25;26;;PEL;;CPY+PY;Pélites noires riche en Cpy+épsilon de Py;8.4;23.6;32;38.465;83.19;
RMZ-RC-85;26;27;;PEL;;PY;Pélites noires à Py;7;25;32;38.465;83.19;
RMZ-RC-85;27;28;;PEL;;PY;Pélites noires à Py;8;26;34;38.465;88.39;
RMZ-RC-85;28;29;;PEL;;PY;Pélites noires à Py;7.2;28;35.2;38.465;91.51;
RMZ-RC-85;29;30;;PEL;;PY;Pélites noires à Py;10;26.1;36.1;38.465;93.85;
RMZ-RC-85;30;31;;PEL;;PY;Pélites noires à Py;8;29.1;37.1;38.465;96.45;
RMZ-RC-85;31;32;;PEL;;CPY+PY;Pélites noires à épsilon de Cpy et épsilon de PY;8.4;26.2;34.6;38.465;89.95;
RMZ-RC-85;32;33;;PEL;;CPY+PY;Pélites noires à épsilon de Cpy et épsilon de PY;9.4;20.6;30;38.465;77.99;
RMZ-RC-85;33;34;;PEL;;CPY+PY;Pélites noires à épsilon de Cpy;7.9;20.9;28.8;38.465;74.87;
RMZ-RC-85;35;36;;PEL;;CPY;Pélites noires à  Cpy;10;23.6;33.6;38.465;87.35;
RMZ-RC-85;36;37;;GRE;;CPY;Grès altérés et épsilon de Cpy;8;20.7;28.7;38.465;74.61;
RMZ-RC-85;37;38;;GRE;;CPY;Grès altérés et épsilon de Cpy;6;31;37;38.465;96.19;
RMZ-RC-85;38;39;;GRE;;CPY;Grès altérés et épsilon de Cpy;5;28;33;38.465;85.79;
RMZ-RC-85;40;41;;GRE;;;Grès altérés;9.9;22.4;32.3;38.465;83.97;
RMZ-RC-85;41;42;;GRE;;;Grès altérés;7.9;25.3;33.2;38.465;86.31;
RMZ-RC-85;42;43;;GRE;;;Grès altérés;7;28;35;38.465;90.99;
RMZ-RC-85;43;44;;GRE;;;Grès altérés;6.4;27.7;34.1;38.465;88.65;
RMZ-RC-85;44;45;;GRE;;;Grès altérés;9;21.6;30.6;38.465;79.55;
RMZ-RC-85;45;46;;GRE;;;Grès altérés;10.2;23.4;33.6;38.465;87.35;
RMZ-RC-85;46;47;;GRE;;;Grès altérés;9.9;28;37.9;38.465;98.53;
RMZ-RC-85;47;48;;GRE;;;Grès altérés;10;24.1;34.1;38.465;88.65;
RMZ-RC-85;48;49;;GRE;;;Grès altérés;10;24.2;34.2;38.465;88.91;
RMZ-RC-85;49;50;;GRE;;;Grès altérés;10.9;10.9;21.8;38.465;56.67;
RMZ-RC-85;50;51;;GRE;;;Grès altérés;9;21;30;38.465;77.99;
RMZ-RC-85;51;52;;GRE;;;Grès altérés;13;20.6;33.6;38.465;87.35;
RMZ-RC-85;52;53;;GRE;;;Grès altérés;11.2;24;35.2;38.465;91.51;
RMZ-RC-85;53;54;;GRE;;;Grès altérés;11;25.1;36.1;38.465;93.85;
RMZ-RC-85;54;55;;GRE;;;Grès altérés;11.3;27;38.3;38.465;99.57;
RMZ-RC-85;55;56;;GRE;;;Grès altérés;11;25;36;38.465;93.59;
RMZ-RC-85;56;57;;GRE;;;Grès altérés;9;21;30;38.465;77.99;
RMZ-RC-85;57;58;;GRE;;;Grès altérés;11.4;23;34.4;38.465;89.43;
RMZ-RC-85;58;59;;GRE;;;Grès altérés;11.2;22.2;33.4;38.465;86.83;
RMZ-RC-85;59;60;;GRE;;;Grès altérés;11.2;22.8;34;38.465;88.39;
RMZ-RC-85;60;61;;GRE;;;Grès altérés;11;20;31;38.465;80.59;
RMZ-RC-85;61;62;;GRE;;;Grès altérés;10.4;9.2;19.6;38.465;50.96;
RMZ-RC-86;0;1;;RAS;;;Avant trou;8;23;31;38.465;80.59;
RMZ-RC-86;1;2;;PEL;;;Pélites altérés;7;24;31;38.465;80.59;
RMZ-RC-86;2;3;;PEL;;;Pélites altérés;8.9;20;28.9;38.465;75.13;
RMZ-RC-86;3;4;;PEL;;;Pélites altérés;5;28;33;38.465;85.79;
RMZ-RC-86;4;5;;PEL;;;Pélites altérés;4.2;26;30.2;38.465;78.51;
RMZ-RC-86;5;6;;PEL;;;Pélites altérés;5;16;21;38.465;54.6;
RMZ-RC-86;6;7;;PEL;;;Pélites altérés;6.2;18;24.2;38.465;62.91;
RMZ-RC-86;7;8;;PEL;;;Pélites altérés;6.9;24;30.9;38.465;80.33;
RMZ-RC-86;8;9;;PEL;;;Pélites altérés;5.2;23.4;28.6;38.465;74.35;
RMZ-RC-86;9;10;;PEL;;;Pélites altérés;5.2;15.4;20.6;38.465;53.56;
RMZ-RC-86;10;11;;PEL;;;Pélites altérés;6.2;18.9;25.1;38.465;65.25;
RMZ-RC-86;11;12;;PEL;;;Pélites altérés;4.4;13.2;17.6;38.465;45.76;
RMZ-RC-86;12;13;;PEL;;;Pélites noires;5.4;18;23.4;38.465;60.83;
RMZ-RC-86;13;14;;PEL;;;Pélites noires;7;20.9;27.9;38.465;72.53;
RMZ-RC-86;14;15;;PEL;;;Pélites noires;4;21;25;38.465;64.99;
RMZ-RC-86;15;16;;PEL;;CPY;Pélites noires à epsilon de Cpy;5;25;30;38.465;77.99;
RMZ-RC-86;16;17;;PEL;;CPY;Pélites noires à epsilon de Cpy;5;26;31;38.465;80.59;
RMZ-RC-86;17;18;;GRE;;;Grès altérés;4;26;30;38.465;77.99;
RMZ-RC-86;18;19;;GRE;;;Grès altérés;6.2;28.9;35.1;38.465;91.25;
RMZ-RC-86;19;20;;GRE;;;Grès altérés;6.9;25.4;32.3;38.465;83.97;
RMZ-RC-86;20;21;;GRE;;CPY;Grès+épsilon de CPY;6.2;27;33.2;38.465;86.31;
RMZ-RC-86;21;22;;GRE;;CPY;Grès+épsilon de CPY;5.4;22.2;27.6;38.465;71.75;
RMZ-RC-86;22;23;;GRE;;;Grès altérés;6.2;21.3;27.5;38.465;71.49;
RMZ-RC-86;23;24;;GRE;;;Grès altérés;9.8;20.6;30.4;38.465;79.03;
RMZ-RC-86;24;25;;GRE;;;Grès altérés;7;27.9;34.9;38.465;90.73;
RMZ-RC-87;0;1;;RAS;;;Avant trou;9;23.6;32.6;38.465;84.75;
RMZ-RC-87;1;2;;RAS;;;Avant trou;8.4;30;38.4;38.465;99.83;
RMZ-RC-87;2;3;;PEL;;;Pélites altérés;8.2;24;32.2;38.465;83.71;
RMZ-RC-87;3;4;;PEL;;;Pélites altérés;5.2;20;25.2;38.465;65.51;
RMZ-RC-87;4;5;;PEL;;;Pélites altérés;4;14;18;38.465;46.8;
RMZ-RC-87;6;7;;PEL;;;Pélites altérés;7.4;24.2;31.6;38.465;82.15;
RMZ-RC-87;7;8;;PEL;;;Pélites altérés;5.9;22;27.9;38.465;72.53;
RMZ-RC-87;8;9;;PEL;;;Pélites altérés;6.2;23.4;29.6;38.465;76.95;
RMZ-RC-87;9;10;;PEL;;;Pélites altérés;7;25;32;38.465;83.19;
RMZ-RC-87;10;11;;PEL;;;Pélites altérés;6;19;25;38.465;64.99;
RMZ-RC-87;11;12;;PEL;;;Pélites altérés;8;21.3;29.3;38.465;76.17;
RMZ-RC-88;0;1;;RAS;;;Avant trou;6.4;23;29.4;38.465;76.43;
RMZ-RC-88;1;2;;RAS;;;Avant trou;7.2;24.5;31.7;38.465;82.41;
RMZ-RC-88;2;3;;PEL;;;Pélites altérés;8;27;35;38.465;90.99;
RMZ-RC-88;3;4;;PEL;;;Pélites altérés;7;27;34;38.465;88.39;
RMZ-RC-88;4;5;;PEL;;;Pélites altérés;5.2;22;27.2;38.465;70.71;
RMZ-RC-88;5;6;;PEL;;;Pélites altérés;5.9;22;27.9;38.465;72.53;
RMZ-RC-88;6;7;;PEL;;;Pélites altérés;5.5;15;20.5;38.465;53.3;
RMZ-RC-88;7;8;;PEL;;;Pélites altérés;7.2;24;31.2;38.465;81.11;
RMZ-RC-88;8;9;;PEL;;;Pélites altérés;7;24.2;31.2;38.465;81.11;
RMZ-RC-88;9;10;;PEL;;;Pélites altérés;8;24.9;32.9;38.465;85.53;
RMZ-RC-88;10;11;;PEL;;;Pélites noires;6.4;20.9;27.3;38.465;70.97;
RMZ-RC-88;11;12;;PEL;;;Pélites noires;6.4;20.9;27.3;38.465;70.97;
RMZ-RC-88;12;13;;PEL;;;Pélites noires;5;14;19;38.465;49.4;
RMZ-RC-88;13;14;;PEL;;;Pélites noires;7;29;36;38.465;93.59;
RMZ-RC-88;14;15;;PEL;;;Pélites noires;9;29;38;38.465;98.79;
RMZ-RC-88;15;16;;PEL;;;Pélites noires;8;28;36;38.465;93.59;
RMZ-RC-88;16;17;;PEL;;;Pélites noires;8.9;25.9;34.8;38.465;90.47;
RMZ-RC-88;17;18;;PEL;;;Pélites noires;9;25;34;38.465;88.39;
RMZ-RC-88;18;19;;PEL;;;Pélites noires;10;23.5;33.5;38.465;87.09;
RMZ-RC-88;19;20;;PEL;;;Pélites noires;10;27;37;38.465;96.19;
RMZ-RC-88;20;21;;PEL;;;Pélites noires;7.9;25.2;33.1;38.465;86.05;
RMZ-RC-88;21;22;;PEL;;;Pélites noires;10;23.6;33.6;38.465;87.35;
RMZ-RC-88;22;23;;PEL;;;Pélites noires;9;28;37;38.465;96.19;
RMZ-RC-88;23;24;;PEL;;;Pélites noires;7.4;25.8;33.2;38.465;86.31;
RMZ-RC-88;24;25;;PEL;;;Pélites noires;8.6;28;36.6;38.465;95.15;
RMZ-RC-88;25;26;;PEL;;;Pélites noires;9;27;36;38.465;93.59;
RMZ-RC-88;26;27;;PEL;;;Pélites noires;9;27.4;36.4;38.465;94.63;
RMZ-RC-88;27;28;;PEL;;;Pélites noires;9.9;27.4;37.3;38.465;96.97;
RMZ-RC-88;37;38;;GRE;;PY;Grès altérés+trace de Py;7.9;23.1;31;38.465;80.59;
RMZ-RC-88;38;39;;GRE;;PY;Grès altérés+Py;11;23.6;34.6;38.465;89.95;
RMZ-RC-88;39;40;;GRE;;PY;Grès altérés+Py;9.9;28;37.9;38.465;98.53;
RMZ-RC-88;40;41;;GRE;;;Grès altérés;9.6;27;36.6;38.465;95.15;
RMZ-RC-88;41;42;;GRE;;;Grès altérés;9.2;20.3;29.5;38.465;76.69;
RMZ-RC-88;42;43;;GRE;;;Grès altérés;11;21.4;32.4;38.465;84.23;
RMZ-RC-88;43;44;;GRE;;;Grès altérés;8;22;30;38.465;77.99;
RMZ-RC-88;44;45;;GRE;;;Grès altérés;9;25;34;38.465;88.39;
RMZ-RC-88;45;46;;GRE;;;Grès altérés;10;21.4;31.4;38.465;81.63;
RMZ-RC-88;46;47;;GRE;;;Grès altérés;10.9;20.6;31.5;38.465;81.89;
RMZ-RC-88;47;48;;GRE;;;Grès altérés;11;23.6;34.6;38.465;89.95;
RMZ-RC-88;55;56;;PEL;;;Pélites noires;9.9;24.1;34;38.465;88.39;
RMZ-RC-88;56;57;;PEL;;;Pélites noires;10;22.3;32.3;38.465;83.97;
RMZ-RC-88;57;58;;PEL;;;Pélites noires;10;21.5;31.5;38.465;81.89;
RMZ-RC-88;58;59;;PEL;;;Pélites noires;9;29;38;38.465;98.79;
RMZ-RC-88;59;60;;PEL;;;Pélites noires;9;29;38;38.465;98.79;
RMZ-RC-89;0;1;;RAS;;;Avant trou;9.2;12.25;21.45;38.465;55.76;
RMZ-RC-89;1;2;;GRE;;;Grès altérés;7.4;23;30.4;38.465;79.03;
RMZ-RC-89;2;3;;GRE;;;Grès altérés;8;28;36;38.465;93.59;
RMZ-RC-89;3;4;;GRE;;;Grès altérés;5;17;22;38.465;57.19;
RMZ-RC-89;4;5;;PEL;;;Pélites altérés;3.9;8.8;12.7;38.465;33.02;
RMZ-RC-89;5;6;;PEL;;;Pélites altérés;5.2;16.9;22.1;38.465;57.45;
RMZ-RC-89;6;7;;PEL;;;Pélites altérés;5.4;20;25.4;38.465;66.03;
RMZ-RC-89;7;8;;PEL;;;Pélites altérés;5.4;18;23.4;38.465;60.83;
RMZ-RC-89;8;9;;PEL;;;Pélites altérés;6;19.9;25.9;38.465;67.33;
RMZ-RC-89;9;10;;PEL;;;Pélites altérés;6;20;26;38.465;67.59;
RMZ-RC-89;10;11;;PEL;;;Pélites altérés;7;17.9;24.9;38.465;64.73;
RMZ-RC-89;11;12;;PEL;;;Pélites altérés;7.4;20;27.4;38.465;71.23;
RMZ-RC-89;12;13;;PEL;;;Pélites altérés;8;25.4;33.4;38.465;86.83;
RMZ-RC-89;13;14;;GRE;;;Grès altérés;8.9;27.9;36.8;38.465;95.67;
RMZ-RC-89;14;15;;GRE;;;Grès altérés;10;27;37;38.465;96.19;
RMZ-RC-89;15;16;;GRE;;;Grès altérés;9;25;34;38.465;88.39;
RMZ-RC-89;16;17;;GRE;;;Grès altérés;9;26;35;38.465;90.99;
RMZ-RC-89;17;18;;GRE;;;Grès altérés;9;24;33;38.465;85.79;
RMZ-RC-89;18;19;;GRE;;;Grès altérés;9.4;23.6;33;38.465;85.79;
RMZ-RC-89;19;20;;GRE;;;Grès altérés;7.9;24;31.9;38.465;82.93;
RMZ-RC-89;20;21;;GRE;;;Grès altérés;11;23;34;38.465;88.39;
RMZ-RC-89;21;22;;GRE;;;Grès altérés;8.4;26.9;35.3;38.465;91.77;
RMZ-RC-89;22;23;;GRE;;;Grès altérés;9;24.1;33.1;38.465;86.05;
RMZ-RC-89;23;24;;GRE;;;Grès altérés;9;29;38;38.465;98.79;
RMZ-RC-89;24;25;;GRE;;;Grès altérés;10;27.9;37.9;38.465;98.53;
RMZ-RC-90;0;1;;RAS;;;Avant trou;7;18.2;25.2;38.465;65.51;
RMZ-RC-90;1;2;;RAS;;;Avant trou;10.9;23.1;34;38.465;88.39;
RMZ-RC-90;2;3;;GRE;;;Grès altérés;8.2;24.9;33.1;38.465;86.05;
RMZ-RC-90;3;4;;GRE;;;Grès altérés;8.2;27;35.2;38.465;91.51;
RMZ-RC-90;4;5;;PEL;;;Pélites altérés;4.9;15;19.9;38.465;51.74;
RMZ-RC-90;5;6;;PEL;;;Pélites altérés;6.9;17;23.9;38.465;62.13;
RMZ-RC-90;6;7;;PEL;;;Pélites altérés;6.4;18;24.4;38.465;63.43;
RMZ-RC-90;7;8;;PEL;;;Pélites altérés;6.9;18;24.9;38.465;64.73;
RMZ-RC-90;8;9;;PEL;;;Pélites altérés;5.2;15.9;21.1;38.465;54.86;
RMZ-RC-90;9;10;;PEL;;;Pélites altérés;8;21;29;38.465;75.39;
RMZ-RC-90;10;11;;PEL;;;Pélites altérés;7;16.9;23.9;38.465;62.13;
RMZ-RC-90;11;12;;PEL;;;Pélites altérés;7;11;18;38.465;46.8;
RMZ-RC-90;12;13;;PEL;;;Pélites altérés;8.9;21;29.9;38.465;77.73;
RMZ-RC-90;13;14;;PEL;;;Pélites noires;7.4;19.2;26.6;38.465;69.15;
RMZ-RC-90;14;15;;PEL;;;Pélites noires;11.4;24;35.4;38.465;92.03;
RMZ-RC-90;15;16;;PEL;;PY;Pélites noires à Py;11;22.3;33.3;38.465;86.57;
RMZ-RC-90;16;17;;PEL;;PY;Pélites noires à élément de Py;9.9;28;37.9;38.465;98.53;
RMZ-RC-90;17;18;;PEL;;PY;Pélites noires à élément de Py;8.4;24.9;33.3;38.465;86.57;
RMZ-RC-90;18;19;;PEL;;PY;Pélites noires à élément de Py;10;23.1;33.1;38.465;86.05;
RMZ-RC-90;19;20;;PEL;;PY;Pélites noires à Py;7.9;20.5;28.4;38.465;73.83;
RMZ-RC-90;20;21;;PEL;;PY;Pélites noires à Py;8;23;31;38.465;80.59;
RMZ-RC-90;21;22;;PEL;;PY;Pélites noires à Py;9;28;37;38.465;96.19;
RMZ-RC-90;22;23;;PEL;;PY;Pélites noires à Py;8;27;35;38.465;90.99;
RMZ-RC-90;23;24;;PEL;;PY;Pélites noires à ésilon de Py;9.2;21;30.2;38.465;78.51;
RMZ-RC-90;24;25;;PEL;;PY;Pélites noires à ésilon de Py;10;21.3;31.3;38.465;81.37;
RMZ-RC-90;25;26;;PEL;;PY;Pélites noires à ésilon de Py;8;26;34;38.465;88.39;
RMZ-RC-91;0;1;;RAS;;;Avant trou;6;17;23;38.465;59.79;
RMZ-RC-91;1;2;;GRE;;;Grès altérés;5.9;15;20.9;38.465;54.34;
RMZ-RC-91;2;3;;GRE;;;Grès altérés;8.2;22.9;31.1;38.465;80.85;
RMZ-RC-91;3;4;;GRE;;;Grès altérés;5.2;15;20.2;38.465;52.52;
RMZ-RC-91;4;5;;GRE;;;Grès altérés;5.3;10.5;15.8;38.465;41.08;
RMZ-RC-91;5;6;;PEL;;;Pélites altérés;7;17.9;24.9;38.465;64.73;
RMZ-RC-91;6;7;;PEL;;;Pélites altérés;5;15;20;38.465;52;
RMZ-RC-91;7;8;;PEL;;;Pélites altérés;5.9;10.9;16.8;38.465;43.68;
RMZ-RC-91;8;9;;PEL;;;Pélites altérés;5.2;10.8;16;38.465;41.6;
RMZ-RC-91;9;10;;PEL;;;Pélites altérés;4;12.4;16.4;38.465;42.64;
RMZ-RC-91;10;11;;PEL;;;Pélites altérés;4;10.6;14.6;38.465;37.96;
RMZ-RC-91;11;12;;PEL;;;Pélites altérés;3.9;8.9;12.8;38.465;33.28;
RMZ-RC-91;12;13;;PEL;;;Pélites altérés;5;14;19;38.465;49.4;
RMZ-RC-91;13;14;;PEL;;;Pélites altérés;3.9;6.5;10.4;38.465;27.04;
RMZ-RC-91;14;15;;PEL;;;Pélites noires;8.4;21.3;29.7;38.465;77.21;
RMZ-RC-91;15;16;;PEL;;;Pélites noires;7.9;23.2;31.1;38.465;80.85;
RMZ-RC-91;16;17;;PEL;;PY;Pélites noires+Py;9;28;37;38.465;96.19;
RMZ-RC-91;17;18;;PEL;;PY;Pélites noires+ épsilon Py;9.2;24.4;33.6;38.465;87.35;
RMZ-RC-91;18;19;;GRE;;;Grès altérés;6;17.9;23.9;38.465;62.13;
RMZ-RC-91;19;20;;GRE;;;Grès altérés;7;21;28;38.465;72.79;
RMZ-RC-92;0;1;;RAS;;;Avant trou;3;12;15;38.465;39;
RMZ-RC-92;1;2;;PEL;;;Pélites altérés;6;22;28;38.465;72.79;
RMZ-RC-92;2;3;;PEL;;;Pélites altérés;6.9;21.4;28.3;38.465;73.57;
RMZ-RC-92;3;4;;PEL;;;Pélites altérés;7;26;33;38.465;85.79;
RMZ-RC-92;4;5;;PEL;;;Pélites altérés;5.9;20;25.9;38.465;67.33;
RMZ-RC-92;5;6;;PEL;;;Pélites altérés;3.9;11.7;15.6;38.465;40.56;
RMZ-RC-92;6;7;;PEL;;;Pélites altérés;6;26.9;32.9;38.465;85.53;
RMZ-RC-92;7;8;;PEL;;;Pélites altérés;6.4;14.4;20.8;38.465;54.08;
RMZ-RC-92;8;9;;PEL;;;Pélites altérés;6.8;17;23.8;38.465;61.87;
RMZ-RC-92;9;10;;PEL;;;Pélites altérés;6.9;22.4;29.3;38.465;76.17;
RMZ-RC-92;10;11;;PEL;;;Pélites altérés;6.4;21.9;28.3;38.465;73.57;
RMZ-RC-92;11;12;;PEL;;;Pélites altérés;6.4;26.3;32.7;38.465;85.01;
RMZ-RC-92;12;13;;PEL;;;Pélites altérés;6.7;18.2;24.9;38.465;64.73;
RMZ-RC-92;13;14;;PEL;;;Pélites altérés;2.1;6;8.1;38.465;21.06;
RMZ-RC-92;14;15;;PEL;;;Pélites altérés;4.2;10.9;15.1;38.465;39.26;
RMZ-RC-92;15;16;;PEL;;;Pélites noires;7.9;22;29.9;38.465;77.73;
RMZ-RC-92;16;17;;PEL;;;Pélites noires;7;24;31;38.465;80.59;
RMZ-RC-92;17;18;;PEL;;;Pélites noires;7.8;22.9;30.7;38.465;79.81;
RMZ-RC-92;18;19;;PEL;;;Pélites noires;4;9;13;38.465;33.8;
RMZ-RC-92;19;20;;PEL;;;Pélites noires;2.2;21.9;24.1;38.465;62.65;
