"BHID";"AT";"BRG";"DIP";"PROJECT"
GT-ZE-TRE-FR27;0.0;339.0;30.0;
GT-ZE-TRE-FR49;0.0;336.0;30.0;
GT-ZE-TRE-FR50;0.0;336.0;30.0;
GT-ZE-TRE-FR51;0.0;336.0;30.0;
GT-ZE-TRE-FR52;0.0;336.0;30.0;
GT-ZE-TRE-FR53;0.0;336.0;30.0;
GT-ZE-TRE-FR54;0.0;336.0;30.0;
GT-ZE-TRE-FR56;0.0;336.0;30.0;
GT-ZE-TRE-FR57;0.0;336.0;30.0;
GT-ZE-TRE-FR58;0.0;336.0;30.0;
GT-ZE-TRE-FR59;0.0;336.0;30.0;
GT-ZE-TRW-FR1;0.0;340.0;30.0;
GT-ZE-TRW-FR2;0.0;340.0;30.0;
GT-ZE-TRW-FR3;0.0;340.0;30.0;
GT-ZE-TRW-FR4;0.0;340.0;30.0;
GT-ZE-TRW-FR5;0.0;340.0;30.0;
GT-ZE-TRW-FR6;0.0;340.0;30.0;
GT-ZE-TRW-FR7;0.0;340.0;30.0;
GT-ZE-TRW-FR8;0.0;340.0;30.0;
GT-ZE-TRW-FR9;0.0;340.0;30.0;
GT-ZE-TRW-FR10;0.0;340.0;30.0;
GT-ZE-TRW-FR11;0.0;340.0;30.0;
GT-ZE-TRW-FR12;0.0;340.0;30.0;
GT-ZE-TRW-FR13;0.0;340.0;30.0;
GT-ZE-TRW-FR14;0.0;340.0;30.0;
GT-ZE-TRW-FR15;0.0;340.0;30.0;
GT-ZE-TRW-FR16;0.0;340.0;30.0;
GT-ZE-TRW-FR17;0.0;340.0;30.0;
GT-ZE-TRW-FR18;0.0;340.0;30.0;
GT-ZE-TRW-FR19;0.0;340.0;30.0;
GT-ZE-TRW-FR20;0.0;340.0;30.0;
GT-ZE-TRW-FR21;0.0;340.0;30.0;
GT-ZE-TRW-FR22;0.0;340.0;30.0;
GT-ZE-TRW-FR23;0.0;340.0;30.0;
GT-ZE-TRW-FR24;0.0;340.0;30.0;
GT-ZE-TRW-FR25;0.0;340.0;30.0;
GT-ZE-TRW-FR26;0.0;340.0;30.0;
GT-ZE-TRW-FR27;0.0;340.0;30.0;
GT-ZE-TRW-FR28;0.0;340.0;30.0;
GT-ZE-TRW-FR29;0.0;340.0;30.0;
GT-ZE-TRW-FR30;0.0;340.0;30.0;
GT-ZE-TRW-FR31;0.0;340.0;30.0;
GT-ZE-TRW-FR32;0.0;340.0;30.0;
GT-ZE-TRW-FR33;0.0;337.0;30.0;
GT-ZE-TRW-FR34;0.0;337.0;30.0;
GT-ZE-TRW-FR35;0.0;337.0;30.0;
GT-ZE-TRW-FR36;0.0;337.0;30.0;
GT-ZE-TRW-FR37;0.0;337.0;30.0;
GT-ZE-TRW-FR38;0.0;337.0;30.0;
GT-ZE-TRW-FR39;0.0;337.0;30.0;
GT-ZE-TRW-FR40;0.0;337.0;30.0;
GT-ZE-TRW-FR41;0.0;337.0;30.0;
GT-ZE-TRW-FR42;0.0;337.0;30.0;
GT-ZE-TRW-FR43;0.0;337.0;30.0;
GT-ZE-TRW-FR44;0.0;337.0;30.0;
GT-ZE-TRW-FR45;0.0;337.0;30.0;
GT-ZE-TRW-FR46;0.0;337.0;30.0;
GT-ZE-TRW-FR47;0.0;337.0;30.0;
GT-ZE-TRW-FR48;0.0;337.0;30.0;
GT-ZE-TRW-FR49;0.0;337.0;30.0;
GT-ZE-TRW-FR50;0.0;337.0;30.0;
GT-ZE-TRW-FR51;0.0;337.0;30.0;
GT-ZE-TRW-FR52;0.0;337.0;30.0;
GT-ZE-TRW-FR53;0.0;337.0;30.0;
GT-ZE-TRW-FR55;0.0;337.0;30.0;
GT-ZE-TRW-FR56;0.0;337.0;30.0;
GT-ZE-TRW-FR57;0.0;337.0;30.0;
GT-ZE-TRW-FR58;0.0;337.0;30.0;
GT-ZE-TRW-FR59;0.0;337.0;30.0;
GT-ZE-TRW-FR60;0.0;337.0;30.0;
GT-ZE-TRW-FR61;0.0;337.0;30.0;
GT-ZE-TRW-FR62;0.0;337.0;30.0;
GT-ZE-TRW-FR63;0.0;337.0;30.0;
GT-ZE-TRW-FR64;0.0;337.0;30.0;
GT-ZE-TRW-FR65;0.0;337.0;30.0;
GT-ZE-TRW-FR66;0.0;337.0;30.0;
GT-ZE-TRW-FR67;0.0;337.0;30.0;
GT-ZE-TRW-FR68;0.0;337.0;30.0;
GT-ZE-TRW-FR70;0.0;337.0;30.0;
GT-ZE-TRW-FR71;0.0;337.0;30.0;
GT-ZE-TRW-FR72;0.0;337.0;30.0;
GT-ZE-TRW-FR73;0.0;337.0;30.0;
GT-ZE-TRW-FR74;0.0;337.0;30.0;
GT-ZE-TRW-FR75;0.0;337.0;30.0;
GT-ZE-TRW-FR77;0.0;337.0;30.0;
GT-ZE-TRW-FR78;0.0;337.0;30.0;
GT-ZE-TRW-FR79;0.0;337.0;30.0;
GT-ZE-TRW-FR80;0.0;337.0;30.0;
GT-ZE-TRW-FR81;0.0;337.0;30.0;
GT-ZE-TRW-FR82;0.0;337.0;30.0;
GT-ZE-TRW-FR83;0.0;337.0;30.0;
GT-ZE-TRW-FR84;0.0;337.0;30.0;
GT-ZE-TRW-FR85;0.0;337.0;30.0;
GT-ZE-TRW-FR86;0.0;337.0;30.0;
GT-ZE-TRW-FR87;0.0;337.0;30.0;
GT-ZE-TRW-FR88;0.0;337.0;30.0;
GT-ZE-TRW-FR89;0.0;337.0;30.0;
GT-ZE-TRW-FR90;0.0;337.0;30.0;
GT-ZE-TRW-FR91;0.0;337.0;30.0;
GT-ZE-TRW-FR92;0.0;337.0;30.0;
GT-ZE-TRW-FR93;0.0;337.0;30.0;
GT-ZE-TRW-FR94;0.0;337.0;30.0;
GT-ZE-TRW-FR95;0.0;337.0;30.0;
GT-ZE-TRW-FR96;0.0;337.0;30.0;
GT-ZE-TRW-FR97;0.0;337.0;30.0;
GT-ZE-TRW-FR98;0.0;337.0;30.0;
GT-ZE-TRW-FR99;0.0;337.0;30.0;
GT-ZE-TRW-FR100;0.0;337.0;30.0;
GT-ZE-TRW-FR101;0.0;337.0;30.0;
GT-ZE-TRW-FR102;0.0;337.0;30.0;
GT-ZE-TRW-FR103;0.0;337.0;30.0;
GT-ZE-TRW-FR104;0.0;337.0;30.0;
GT-ZE-TRW-FR105;0.0;337.0;30.0;
GT-ZE-TRW-FR106;0.0;337.0;30.0;
GT-ZE-TRW-FR107;0.0;337.0;30.0;
GT-ZE-TRW-FR108;0.0;337.0;30.0;
GT-ZE-TRW-FR109;0.0;337.0;30.0;
GT-ZE-TRW-FR110;0.0;337.0;30.0;
GT-ZE-TRW-FR111;0.0;337.0;30.0;
GT-ZE-TRW-FR112;0.0;337.0;30.0;
GT-ZE-TRW-FR113;0.0;337.0;30.0;
GT-ZW-TRW-FR0;0.0;340.0;30.0;
GT-ZW-TRW-FR1;0.0;340.0;30.0;
GT-ZW-TRW-FR2;0.0;340.0;30.0;
GT-ZW-TRW-FR3;0.0;340.0;30.0;
GT-ZW-TRW-FR4;0.0;340.0;30.0;
GT-ZW-TRW-FR5;0.0;340.0;30.0;
GT-ZW-TRW-FR6;0.0;340.0;30.0;
GT-ZW-TRW-FR7;0.0;340.0;30.0;
GT-ZW-TRW-FR8;0.0;340.0;30.0;
GT-ZW-TRW-FR9;0.0;340.0;30.0;
GT-ZW-TRW-FR10;0.0;340.0;30.0;
GT-ZW-TRW-FR11;0.0;340.0;30.0;
GT-ZW-TRW-FR12;0.0;340.0;30.0;
GT-ZW-TRW-FR13;0.0;340.0;30.0;
GT-ZW-TRW-FR14;0.0;340.0;30.0;
GT-ZW-TRW-FR15;0.0;340.0;30.0;
GT-ZW-TRW-FR16;0.0;340.0;30.0;
GT-ZW-TRW-FR17;0.0;340.0;30.0;
GT-ZW-TRW-FR18;0.0;340.0;30.0;
GT-ZW-TRW-FR19;0.0;340.0;30.0;
GT-ZW-TRW-FR21;0.0;340.0;30.0;
GT-ZW-TRW-FR22;0.0;340.0;30.0;
GT-ZW-TRW-FR23;0.0;340.0;30.0;
GT-ZW-TRW-FR26;0.0;340.0;30.0;
GT-ZW-TRW-FR27;0.0;340.0;30.0;
GT-ZW-TRW-FR28;0.0;340.0;30.0;
GT-ZW-TRW-FR29;0.0;340.0;30.0;
GT-ZW-TRW-FR30;0.0;340.0;30.0;
GT-ZW-TRW-FR32;0.0;340.0;30.0;
GT-ZW-TRW-FR33;0.0;340.0;30.0;
GT-ZC-TRE-FR1;0.0;340.0;30.0;
GT-ZC-TRE-FR2;0.0;340.0;30.0;
GT-ZC-TRE-FR3;0.0;340.0;30.0;
GT-ZC-TRE-FR4;0.0;340.0;30.0;
GT-ZC-TRE-FR5;0.0;340.0;30.0;
GT-ZC-TRE-FR6;0.0;340.0;30.0;
GT-ZC-TRE-FR7;0.0;340.0;30.0;
GT-ZC-TRE-FR8;0.0;340.0;30.0;
GT-ZC-TRE-FR9;0.0;340.0;30.0;
GT-ZC-TRE-FR10;0.0;340.0;30.0;
GT-ZC-TRE-FR11;0.0;340.0;30.0;
GT-ZC-TRE-FR12;0.0;340.0;30.0;
GT-ZC-TRE-FR13;0.0;340.0;30.0;
GT-ZC-TRE-FR14;0.0;340.0;30.0;
GT-ZC-TRE-FR15;0.0;340.0;30.0;
GT-ZC-TRE-FR16;0.0;340.0;30.0;
GT-ZC-TRE-FR17;0.0;340.0;30.0;
GT-ZC-TRE-FR18;0.0;340.0;30.0;
GT-ZC-TRE-FR19;0.0;340.0;30.0;
GT-ZC-TRE-FR20;0.0;340.0;30.0;
GT-ZC-TRE-FR21;0.0;340.0;30.0;
GT-ZC-TRE-FR22;0.0;340.0;30.0;
GT-ZC-TRE-FR24;0.0;340.0;30.0;
GT-ZC-TRE-FR25;0.0;340.0;30.0;
GT-ZC-TRE-FR26;0.0;340.0;30.0;
GT-ZC-TRE-FR27;0.0;340.0;30.0;
GT-ZC-TRE-FR28;0.0;340.0;30.0;
GT-ZC-TRE-FR29;0.0;340.0;30.0;
GT-ZC-TRE-FR30;0.0;340.0;30.0;
GT-ZC-TRE-FR31;0.0;340.0;30.0;
GT-ZC-TRE-FR32;0.0;340.0;30.0;
GT-ZC-TRE-FR33;0.0;340.0;30.0;
GT-ZC-TRE-FR34;0.0;340.0;30.0;
GT-ZC-TRE-FR35;0.0;340.0;30.0;
GT-ZC-TRE-FR36;0.0;340.0;30.0;
GT-ZC-TRE-FR37;0.0;340.0;30.0;
GT-ZC-TRE-FR38;0.0;340.0;30.0;
GT-ZC-TRE-FR39;0.0;340.0;30.0;
GT-40taille4TRE1;0.0;340.0;30.0;
GT-40taille4TRE2;0.0;340.0;30.0;
GT-40taille4TRE3;0.0;340.0;30.0;
GT-40taille4TRE4;0.0;340.0;30.0;
GT-40taille4TRE5;0.0;340.0;30.0;
GT-40taille4TRE6;0.0;340.0;30.0;
GT-40taille4TRE7;0.0;340.0;30.0;
GT-40taille4TRE8;0.0;340.0;30.0;
GT-40taille4TRE9;0.0;340.0;30.0;
GT-40taille4TRE10;0.0;340.0;30.0;
GT-40taille4TRE11;0.0;340.0;30.0;
GT-40taille4TRE12;0.0;340.0;30.0;
GT-40taille4TRE13;0.0;340.0;30.0;
GT-40taille4TRE14;0.0;340.0;30.0;
GT-40taille4TRE15;0.0;340.0;30.0;
GT-40taille4TRE16;0.0;340.0;30.0;
GT-40taille4TRE17;0.0;340.0;30.0;
GT-40taille4TRE18;0.0;340.0;30.0;
GT-40taille4TRW1;0.0;340.0;30.0;
GT-40taille4TRW2;0.0;340.0;30.0;
GT-40taille4TRW3;0.0;340.0;30.0;
GT-40taille4TRW4;0.0;340.0;30.0;
GT-40taille4TRW5;0.0;340.0;30.0;
GT-40taille4TRW6;0.0;340.0;30.0;
GT-40taille4TRW7;0.0;340.0;30.0;
GT-40taille4TRW8;0.0;340.0;30.0;
GT-40taille4TRW9;0.0;340.0;30.0;
GT-40taille4TRW10;0.0;340.0;30.0;
GT-40taille4TRW11;0.0;340.0;30.0;
GT-40taille4TRW12;0.0;340.0;30.0;
GT-40taille4TRW13;0.0;340.0;30.0;
GT-40taille4TRW14;0.0;340.0;30.0;
GT-40taille4TRW15;0.0;340.0;30.0;
GT-40taille4TRW16;0.0;340.0;30.0;
GT-40taille4TRW17;0.0;340.0;30.0;
GT-40taille4TRW18;0.0;340.0;30.0;
GT-40taille4TRW19;0.0;340.0;30.0;
GT-40taille4TRW20;0.0;340.0;30.0;
GT-40taille4TRW21;0.0;340.0;30.0;
GT-40taille4TRW22;0.0;340.0;30.0;
GT-40taille4TRW23;0.0;340.0;30.0;
GT-40taille4TRW24;0.0;340.0;30.0;
GT-40taille4TRW25;0.0;340.0;30.0;
GT-40taille4TRW26;0.0;340.0;30.0;
GT-40taille4TRW27;0.0;340.0;30.0;
GT-40taille4TRW28;0.0;340.0;30.0;
GT-40taille4TRW29;0.0;340.0;30.0;
GT-40taille4TRW30;0.0;340.0;30.0;
GT-40taille4TRW31;0.0;340.0;30.0;
GT-40taille4TRW32;0.0;340.0;30.0;
GT-40taille4TRW33;0.0;340.0;30.0;
GT-40taille4TRW35;0.0;340.0;30.0;
GT-40taille4TRW36;0.0;340.0;30.0;
GT-40taille4TRW37;0.0;340.0;30.0;
GT-40taille4TRW38;0.0;340.0;30.0;
GT-40taille4TRW39;0.0;340.0;30.0;
GT-40taille4TRW40;0.0;340.0;30.0;
GT-40taille4TRW41;0.0;340.0;30.0;
GT-40taille4TRW42;0.0;340.0;30.0;
GT-40taille4TRW43;0.0;340.0;30.0;
GT-40taille4TRW44;0.0;340.0;30.0;
GT-40taille4TRW45;0.0;340.0;30.0;
GT-40taille4TRW46;0.0;340.0;30.0;
GT-40taille4TRW47;0.0;340.0;30.0;
GT-40taille4TRW48;0.0;340.0;30.0;
GT-40taille4TRW49;0.0;340.0;30.0;
GT-40taille4TRW50;0.0;340.0;30.0;
GT-40taille4TRW51;0.0;340.0;30.0;
GT-40taille4TRW52;0.0;340.0;30.0;
GT-40taille4TRW53;0.0;340.0;30.0;
GT-40taille4TRW54;0.0;340.0;30.0;
GT-40taille4TRW55;0.0;340.0;30.0;
GT-40taille4TRW56;0.0;340.0;30.0;
GT-40taille4TRW57;0.0;340.0;30.0;
GT-40taille4TRW58;0.0;340.0;30.0;
GT-40taille4TRW59;0.0;340.0;30.0;
GT-40taille4TRW61;0.0;340.0;30.0;
GT-40taille4TRW62;0.0;340.0;30.0;
GT-40taille4TRW63;0.0;340.0;30.0;
GT-40taille4TRW64;0.0;340.0;30.0;
GT-40taille4TRW65;0.0;340.0;30.0;
GT-40taille4TRW66;0.0;340.0;30.0;
GT-50taille4TRE0;0.0;340.0;30.0;
GT-50taille4TRE1;0.0;340.0;30.0;
GT-50taille4TRE2;0.0;340.0;30.0;
GT-50taille4TRE3;0.0;340.0;30.0;
GT-50taille4TRE4;0.0;340.0;30.0;
GT-50taille4TRE5;0.0;340.0;30.0;
GT-50taille4TRE6;0.0;340.0;30.0;
GT-50taille4TRE7;0.0;340.0;30.0;
GT-50taille4TRE8;0.0;340.0;30.0;
GT-50taille4TRE9;0.0;340.0;30.0;
GT-50taille4TRE10;0.0;340.0;30.0;
GT-50taille4TRE11;0.0;340.0;30.0;
GT-50taille4TRE12;0.0;340.0;30.0;
GT-50taille4TRE13;0.0;340.0;30.0;
GT-50taille4TRE14;0.0;340.0;30.0;
GT-50taille4TRE15;0.0;340.0;30.0;
GT-50taille4TRE16;0.0;340.0;30.0;
GT-50taille4TRE17;0.0;340.0;30.0;
GT-50taille4TRE18;0.0;340.0;30.0;
GT-50taille4TRE19;0.0;340.0;30.0;
GT-50taille4TRE20;0.0;340.0;30.0;
GT-50taille4TRE21;0.0;340.0;30.0;
GT-50taille4TRE22;0.0;340.0;30.0;
GT-50taille4TRE23;0.0;340.0;30.0;
GT-50taille4TRE24;0.0;340.0;30.0;
GT-50taille4TRE25;0.0;340.0;30.0;
GT-50taille4TRE26;0.0;340.0;30.0;
GT-50taille4TRE27;0.0;340.0;30.0;
GT-50taille4TRE28;0.0;340.0;30.0;
GT-50taille4TRE29;0.0;340.0;30.0;
GT-50taille4TRE30;0.0;340.0;30.0;
GT-50taille4TRE31;0.0;340.0;30.0;
GT-50taille4TRE32;0.0;340.0;30.0;
GT-50taille4TRE33;0.0;340.0;30.0;
GT-50taille4TRE34;0.0;340.0;30.0;
GT-50taille4TRE35;0.0;340.0;30.0;
GT-50taille4TRE36;0.0;340.0;30.0;
GT-50taille4TRE37;0.0;340.0;30.0;
GT-50taille4TRE38;0.0;340.0;30.0;
GT-50taille4TRE39;0.0;340.0;30.0;
GT-50taille4TRE40;0.0;340.0;30.0;
GT-50taille4TRE41;0.0;340.0;30.0;
GT-50taille4TRE42;0.0;340.0;30.0;
GT-50taille4TRE43;0.0;340.0;30.0;
GT-50taille4TRE44;0.0;340.0;30.0;
GT-50taille4TRE45;0.0;340.0;30.0;
GT-50taille4TRE46;0.0;340.0;30.0;
GT-50taille4TRE47;0.0;340.0;30.0;
GT-50taille4TRE48;0.0;340.0;30.0;
GT-50taille4TRE49;0.0;340.0;30.0;
GT-50taille4TRE50;0.0;340.0;30.0;
GT-50taille4TRE51;0.0;340.0;30.0;
GT-50taille4TRE52;0.0;340.0;30.0;
GT-50taille4TRE53;0.0;340.0;30.0;
GT-50taille4TRE54;0.0;340.0;30.0;
GT-50taille4TRE55;0.0;340.0;30.0;
GT-50taille4TRE57;0.0;340.0;30.0;
GT-50taille4TRE58;0.0;340.0;30.0;
GT-50taille4TRE59;0.0;340.0;30.0;
GT-50taille4TRE60;0.0;340.0;30.0;
GT-50taille4TRE61;0.0;340.0;30.0;
GT-50taille4TRE62;0.0;340.0;30.0;
GT-50taille4TRE63;0.0;340.0;30.0;
GT-50taille4TRW0;0.0;340.0;30.0;
GT-50taille4TRW1;0.0;340.0;30.0;
GT-50taille4TRW2;0.0;340.0;30.0;
GT-50taille4TRW3;0.0;340.0;30.0;
GT-50taille4TRW4;0.0;340.0;30.0;
GT-50taille4TRW6;0.0;340.0;30.0;
GT-50taille4TRW7;0.0;340.0;30.0;
GT-50taille4TRW8;0.0;340.0;30.0;
GT-50taille4TRW9;0.0;340.0;30.0;
GT-50taille4TRW11;0.0;340.0;30.0;
GT-50taille4TRW12;0.0;340.0;30.0;
GT-50taille4TRW13;0.0;340.0;30.0;
GT-50taille4TRW14;0.0;340.0;30.0;
GT-50taille4TRW15;0.0;340.0;30.0;
GT-50taille4TRW16;0.0;340.0;30.0;
GT-50taille4TRW17;0.0;340.0;30.0;
GT-50taille4TRW18;0.0;340.0;30.0;
GT-50taille4TRW19;0.0;340.0;30.0;
GT-50taille4TRW20;0.0;340.0;30.0;
GT-50taille4TRW21;0.0;340.0;30.0;
GT-50taille4TRW22;0.0;340.0;30.0;
GT-50taille4TRW23;0.0;340.0;30.0;
GT-50taille4TRW24;0.0;340.0;30.0;
GT-50taille4TRW25;0.0;340.0;30.0;
GT-50taille4TRW26;0.0;340.0;30.0;
GT-50taille4TRW27;0.0;340.0;30.0;
GT-50taille4TRW28;0.0;340.0;30.0;
GT-50taille4TRW29;0.0;340.0;30.0;
GT-50taille4TRW30;0.0;340.0;30.0;
GT-50taille4TRW31;0.0;340.0;30.0;
GT-50taille4TRW32;0.0;340.0;30.0;
GT-50taille4TRW33;0.0;340.0;30.0;
GT-50taille4TRW34;0.0;340.0;30.0;
GT-50taille4TRW35;0.0;340.0;30.0;
GT-50taille4TRW36;0.0;340.0;30.0;
GT-50taille4TRW37;0.0;340.0;30.0;
GT-50taille4TRW38;0.0;340.0;30.0;
GT-50taille4TRW39;0.0;340.0;30.0;
GT-50taille4TRW41;0.0;340.0;30.0;
GT-50taille4TRW42;0.0;340.0;30.0;
GT-50taille4TRW43;0.0;340.0;30.0;
GT-50taille4TRW44;0.0;340.0;30.0;
GT-50taille4TRW45;0.0;340.0;30.0;
GT-50taille4TRW46;0.0;340.0;30.0;
GT-50taille4TRW47;0.0;340.0;30.0;
GT-50taille4TRW48;0.0;340.0;30.0;
GT-50taille4TRW49;0.0;340.0;30.0;
GT-50taille4TRW50;0.0;340.0;30.0;
GT-50taille4TRW51;0.0;340.0;30.0;
GT-50taille4TRW52;0.0;340.0;30.0;
GT-50taille4TRW53;0.0;340.0;30.0;
GT-50taille4TRW54;0.0;340.0;30.0;
GT-50taille4TRW55;0.0;340.0;30.0;
GT-50taille4TRW56;0.0;340.0;30.0;
GT-50taille4TRW57;0.0;340.0;30.0;
GT-50taille4TRW58;0.0;340.0;30.0;
GT-50taille4TRW59;0.0;340.0;30.0;
GT-50taille4TRW60;0.0;340.0;30.0;
GT-50taille4TRW61;0.0;340.0;30.0;
GT-50taille4TRW62;0.0;340.0;30.0;
GT-50taille4TRW63;0.0;340.0;30.0;
GT-50taille4TRW64;0.0;340.0;30.0;
GT-50taille4TRW65;0.0;340.0;30.0;
GT-50taille4TRW66;0.0;340.0;30.0;
GT-50taille4TRW67;0.0;340.0;30.0;
GT-50taille4TRW68;0.0;340.0;30.0;
GT-50taille4TRW69;0.0;340.0;30.0;
GT-50taille4TRW70;0.0;340.0;30.0;
GT-50taille4TRW71;0.0;340.0;30.0;
GT-50taille4TRW72;0.0;340.0;30.0;
GT-50taille4TRW73;0.0;340.0;30.0;
GT-50taille4TRW74;0.0;340.0;30.0;
GT-60taille4TRE0;0.0;340.0;30.0;
GT-60taille4TRE1;0.0;340.0;30.0;
GT-60taille4TRE2;0.0;340.0;30.0;
GT-60taille4TRE3;0.0;340.0;30.0;
GT-60taille4TRE4;0.0;340.0;30.0;
GT-60taille4TRE5;0.0;340.0;30.0;
GT-60taille4TRE6;0.0;340.0;30.0;
GT-60taille4TRE7;0.0;340.0;30.0;
GT-60taille4TRE8;0.0;340.0;30.0;
GT-60taille4TRE9;0.0;340.0;30.0;
GT-60taille4TRE10;0.0;340.0;30.0;
GT-60taille4TRE11;0.0;340.0;30.0;
GT-60taille4TRE12;0.0;340.0;30.0;
GT-60taille4TRE13;0.0;340.0;30.0;
GT-60taille4TRE14;0.0;340.0;30.0;
GT-60taille4TRE15;0.0;340.0;30.0;
GT-60taille4TRE16;0.0;340.0;30.0;
GT-60taille4TRE17;0.0;340.0;30.0;
GT-60taille4TRE18;0.0;340.0;30.0;
GT-60taille4TRE19;0.0;340.0;30.0;
GT-60taille4TRE20;0.0;340.0;30.0;
GT-60taille4TRE21;0.0;340.0;30.0;
GT-60taille4TRE22;0.0;340.0;30.0;
GT-60taille4TRE23;0.0;340.0;30.0;
GT-60taille4TRE24;0.0;340.0;30.0;
GT-60taille4TRE25;0.0;340.0;30.0;
GT-60taille4TRE26;0.0;340.0;30.0;
GT-60taille4TRE27;0.0;340.0;30.0;
GT-60taille4TRE28;0.0;340.0;30.0;
GT-60taille4TRE29;0.0;340.0;30.0;
GT-60taille4TRE30;0.0;340.0;30.0;
GT-60taille4TRE31;0.0;340.0;30.0;
GT-60taille4TRE32;0.0;340.0;30.0;
GT-60taille4TRE33;0.0;340.0;30.0;
GT-60taille4TRE34;0.0;340.0;30.0;
GT-60taille4TRE35;0.0;340.0;30.0;
GT-60taille4TRE36;0.0;340.0;30.0;
GT-60taille4TRE37;0.0;340.0;30.0;
GT-60taille4TRE38;0.0;340.0;30.0;
GT-60taille4TRE39;0.0;340.0;30.0;
GT-60taille4TRE46;0.0;340.0;30.0;
GT-60taille4TRE47;0.0;340.0;30.0;
GT-60taille4TRE48;0.0;340.0;30.0;
GT-60taille4TRW0;0.0;340.0;30.0;
GT-60taille4TRW1;0.0;340.0;30.0;
GT-60taille4TRW2;0.0;340.0;30.0;
GT-60taille4TRW3;0.0;340.0;30.0;
GT-60taille4TRW4;0.0;340.0;30.0;
GT-60taille4TRW5;0.0;340.0;30.0;
GT-60taille4TRW6;0.0;340.0;30.0;
GT-60taille4TRW7;0.0;340.0;30.0;
GT-60taille4TRW8;0.0;340.0;30.0;
GT-60taille4TRW9;0.0;340.0;30.0;
GT-60taille4TRW10;0.0;340.0;30.0;
GT-60taille4TRW11;0.0;340.0;30.0;
GT-60taille4TRW12;0.0;340.0;30.0;
GT-60taille4TRW13;0.0;340.0;30.0;
GT-60taille4TRW14;0.0;340.0;30.0;
GT-60taille4TRW15;0.0;340.0;30.0;
GT-60taille4TRW16;0.0;340.0;30.0;
GT-60taille4TRW17;0.0;340.0;30.0;
GT-60taille4TRW18;0.0;340.0;30.0;
GT-60taille4TRW19;0.0;340.0;30.0;
GT-60taille4TRW20;0.0;340.0;30.0;
GT-60taille4TRW21;0.0;340.0;30.0;
GT-60taille4TRW22;0.0;340.0;30.0;
GT-60taille4TRW23;0.0;340.0;30.0;
GT-60taille4TRW24;0.0;340.0;30.0;
GT-60taille4TRW25;0.0;340.0;30.0;
GT-60taille4TRW26;0.0;340.0;30.0;
GT-60taille4TRW27;0.0;340.0;30.0;
GT-60taille4TRW28;0.0;340.0;30.0;
GT-60taille4TRW29;0.0;340.0;30.0;
GT-60taille4TRW30;0.0;340.0;30.0;
GT-60taille4TRW31;0.0;340.0;30.0;
GT-60taille4TRW32;0.0;340.0;30.0;
GT-60taille4TRW33;0.0;340.0;30.0;
GT-60taille4TRW34;0.0;340.0;30.0;
GT-60taille4TRW35;0.0;340.0;30.0;
GT-60taille4TRW36;0.0;340.0;30.0;
GT-60taille4TRW37;0.0;340.0;30.0;
GT-60taille4TRW38;0.0;340.0;30.0;
GT-60taille4TRW43;0.0;340.0;30.0;
GT-60taille4TRW44;0.0;340.0;30.0;
GT-60taille4TRW45;0.0;340.0;30.0;
GT-60taille4TRW46;0.0;340.0;30.0;
GT-60taille4TRW47;0.0;340.0;30.0;
GT-50taille4TRW76;0.0;340.0;30.0;
GT-50taille4TRW77;0.0;340.0;30.0;
GT-50taille4TRW78;0.0;340.0;30.0;
GT-50taille4TRW79;0.0;340.0;30.0;
GT-50taille4TRW80;0.0;340.0;30.0;
GT-50taille4TRW81;0.0;340.0;30.0;
GT-50taille4TRW82;0.0;340.0;30.0;
GT-50taille4TRW83;0.0;340.0;30.0;
GT-50taille4TRW84;0.0;340.0;30.0;
GT-50taille4TRW85;0.0;340.0;30.0;
GT-50taille4TRW86;0.0;340.0;30.0;
GT-50taille4TRW87;0.0;340.0;30.0;
GT-50taille4TRW88;0.0;340.0;30.0;
GT-50taille4TRW89;0.0;340.0;30.0;
GT-50taille4TRW90;0.0;340.0;30.0;
GT-50taille4TRW91;0.0;340.0;30.0;
GT-50taille4TRW98;0.0;340.0;30.0;
GT-50taille4TRW99;0.0;340.0;30.0;
GT-50taille4TRW100;0.0;340.0;30.0;
GT-50taille4TRW101;0.0;340.0;30.0;
GT-50taille4TRW102;0.0;340.0;30.0;
GT-50taille4TRW103;0.0;340.0;30.0;
GT-50taille4TRW104;0.0;340.0;30.0;
GT-50taille4TRW105;0.0;340.0;30.0;
GT-50taille4TRW106;0.0;340.0;30.0;
GT-50taille4TRW107;0.0;340.0;30.0;
GT-50taille4TRW108;0.0;340.0;30.0;
GT-ZE-TRE-FR20;0.0;339.0;29.0;
GT-ZE-TRE-FR21;0.0;339.0;29.0;
GT-ZE-TRE-FR22;0.0;339.0;29.0;
GT-ZE-TRE-FR23;0.0;339.0;29.0;
GT-ZE-TRE-FR24;0.0;339.0;29.0;
GT-ZE-TRE-FR34;0.0;339.0;28.0;
GT-ZE-TRE-FR35;0.0;339.0;28.0;
GT-ZE-TRE-FR36;0.0;339.0;28.0;
GT-ZE-TRE-FR37;0.0;339.0;28.0;
GT-ZE-TRE-FR38;0.0;339.0;28.0;
GT-ZE-TRE-FR39;0.0;339.0;28.0;
GT-ZE-TRE-FR40;0.0;339.0;28.0;
GT-ZE-TRE-FR41;0.0;339.0;28.0;
GT-ZE-TRE-FR42;0.0;339.0;28.0;
